Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: display,Store: spreadsheet
99,1788536982974,04/09/2026 15:49:42,1788536982974,1,04/09/2026 16:49:42,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,51,Trial,Trial,3izpks,2,response,,,1066.7000000000116,1057.9000000000087,1066.7000000000116,1066.7000000000116,1057.9000000000087,1066.7000000000116,0,0,0,,Text Entry,Text Entry,2,object-4,full,iomlán,Trial,
100,1788536983066,04/09/2026 15:49:43,1788536983066,1,04/09/2026 16:49:43,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,52,Trial,Check,hy52gd,1,response,checked,,100.29999999998836,100.29999999998836,100.29999999998836,100.29999999998836,100.29999999998836,100.29999999998836,1,0,0,,Time Limit,screen,0,screen,true,fíor,Trial,
101,1788536985515,04/09/2026 15:49:45,1788536985515,1,04/09/2026 16:49:45,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,52,Trial,Trial,3izpks,2,continue,,,2450.299999988085,2441.9000000000087,2450.299999988085,2450.299999988085,2441.9000000000087,2450.299999988085,0,0,0,,Click To Continue,Continue Button,3,object-8,true,fíor,Trial,
102,1788536985515,04/09/2026 15:49:45,1788536985515,1,04/09/2026 16:49:45,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,52,Trial,Trial,3izpks,2,response,true,,1332.5,2441.9000000000087,2450.6999999940454,1332.5,2441.9000000000087,2450.6999999940454,1,1118.1999999940454,0,,Text Entry,Text Entry,2,object-4,true,fíor,Trial,
103,1788536985607,04/09/2026 15:49:45,1788536985607,1,04/09/2026 16:49:45,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,53,Trial,Check,hy52gd,1,response,checked,,99.80000000000291,99.80000000000291,99.80000000000291,99.80000000000291,99.80000000000291,99.80000000000291,1,0,0,,Time Limit,screen,0,screen,short,gearr,Trial,
104,1788536989417,04/09/2026 15:49:49,1788536989417,1,04/09/2026 16:49:49,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,53,Trial,Trial,3izpks,2,continue,,,3811.0999999880733,3803.5,3811.0999999880733,3811.0999999880733,3803.5,3811.0999999880733,0,0,0,,Click To Continue,Continue Button,3,object-8,short,gearr,Trial,
105,1788536989418,04/09/2026 15:49:49,1788536989418,1,04/09/2026 16:49:49,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,53,Trial,Trial,3izpks,2,response,wind,,2403.2999999999884,3803.5,3811.5999999880733,2403.2999999999884,3803.5,3811.5999999880733,0,1408.299999988085,0,,Text Entry,Text Entry,2,object-4,short,gearr,Trial,
106,1788536989510,04/09/2026 15:49:49,1788536989510,1,04/09/2026 16:49:49,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,54,Trial,Check,hy52gd,1,response,checked,,100.39999999999418,100.39999999999418,100.39999999999418,100.39999999999418,100.39999999999418,100.39999999999418,1,0,0,,Time Limit,screen,0,screen,strong,láidir,Trial,
107,1788536990399,04/09/2026 15:49:50,1788536990399,1,04/09/2026 16:49:50,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,54,Trial,Trial,3izpks,2,continue,,,888.7999999970198,882.6999999999971,888.7999999970198,888.7999999970198,882.6999999999971,888.7999999970198,0,0,0,,Click To Continue,Continue Button,3,object-8,strong,láidir,Trial,
108,1788536990400,04/09/2026 15:49:50,1788536990400,1,04/09/2026 16:49:50,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,54,Trial,Trial,3izpks,2,response,,,889.3999999910593,882.6999999999971,889.3999999910593,889.3999999910593,882.6999999999971,889.3999999910593,0,0,0,,Text Entry,Text Entry,2,object-4,strong,láidir,Trial,
109,1788536990494,04/09/2026 15:49:50,1788536990494,1,04/09/2026 16:49:50,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,55,Trial,Check,hy52gd,1,response,checked,,100.80000000000291,100.80000000000291,100.80000000000291,100.80000000000291,100.80000000000291,100.80000000000291,1,0,0,,Time Limit,screen,0,screen,alive,beo,Trial,
110,1788536993033,04/09/2026 15:49:53,1788536993033,1,04/09/2026 16:49:53,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,55,Trial,Trial,3izpks,2,continue,,,2539.199999988079,2532.899999999994,2539.199999988079,2539.199999988079,2532.899999999994,2539.199999988079,0,0,0,,Click To Continue,Continue Button,3,object-8,alive,beo,Trial,
111,1788536993037,04/09/2026 15:49:53,1788536993037,1,04/09/2026 16:49:53,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,55,Trial,Trial,3izpks,2,response,alive,,982.5,2532.899999999994,2541.1999999999825,982.5,2532.899999999994,2541.1999999999825,1,1558.6999999999825,0,,Text Entry,Text Entry,2,object-4,alive,beo,Trial,
112,1788536993127,04/09/2026 15:49:53,1788536993127,1,04/09/2026 16:49:53,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,56,Trial,Check,hy52gd,1,response,checked,,100.60000000000582,100.60000000000582,100.60000000000582,100.60000000000582,100.60000000000582,100.60000000000582,1,0,0,,Time Limit,screen,0,screen,poor,bocht,Trial,
113,1788536993227,04/09/2026 15:49:53,1788536993227,1,04/09/2026 16:49:53,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,57,Trial,Check,hy52gd,1,response,checked,,99.89999999999418,99.89999999999418,99.89999999999418,99.89999999999418,99.89999999999418,99.89999999999418,1,0,0,,Time Limit,screen,0,screen,great,iontach,Trial,
114,1788536993327,04/09/2026 15:49:53,1788536993327,1,04/09/2026 16:49:53,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,58,Trial,Check,hy52gd,1,response,checked,,100.10000000000582,100.10000000000582,100.10000000000582,100.10000000000582,100.10000000000582,100.10000000000582,1,0,0,,Time Limit,screen,0,screen,clean,glan,Trial,
115,1788536993427,04/09/2026 15:49:53,1788536993427,1,04/09/2026 16:49:53,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,59,Trial,Check,hy52gd,1,response,checked,,99.80000000000291,99.80000000000291,99.80000000000291,99.80000000000291,99.80000000000291,99.80000000000291,1,0,0,,Time Limit,screen,0,screen,soft,bog,Trial,
116,1788536995920,04/09/2026 15:49:55,1788536995920,1,04/09/2026 16:49:55,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,59,Trial,Trial,3izpks,2,continue,,,2493.2999999940366,2487.199999999997,2493.2999999940366,2493.2999999940366,2487.199999999997,2493.2999999940366,0,0,0,,Click To Continue,Continue Button,3,object-8,soft,bog,Trial,
117,1788536995921,04/09/2026 15:49:55,1788536995921,1,04/09/2026 16:49:55,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,59,Trial,Trial,3izpks,2,response,slow,,1207.8999999999942,2487.199999999997,2493.7999999940366,1207.8999999999942,2487.199999999997,2493.7999999940366,0,1285.8999999940424,0,,Text Entry,Text Entry,2,object-4,soft,bog,Trial,
118,1788536996016,04/09/2026 15:49:56,1788536996016,1,04/09/2026 16:49:56,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,60,Trial,Check,hy52gd,1,response,checked,,100.5,100.5,100.5,100.5,100.5,100.5,1,0,0,,Time Limit,screen,0,screen,old,sean,Trial,
119,1788536996017,04/09/2026 15:49:56,1788536996017,1,04/09/2026 16:49:56,279099,18,task-vl4k,,58068510,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 2,13,recall_trial_round_2,recall_trial_round_2,,,,,,info,END,,,,98696,,,,0,,,,,,,,,,,
END OF FILE
