Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: Irish_Stripped,Spreadsheet: display,Spreadsheet: randomise_trials,Store: progress,Store: test_progress
92,1788536852714,04/09/2026 15:47:32,1788536852714,1,04/09/2026 16:47:32,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,42,Trial,Trial,3yj36p,1,response,tar,,4492,5735.700000000012,5738.899999997026,4492,5735.700000000012,5738.899999997026,1,1246.8999999970256,0,,Text Entry,Response,2,object-16,to come,tar,tar,Trial,1,,
93,1788536855744,04/09/2026 15:47:35,1788536855744,1,04/09/2026 16:47:35,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,43,Trial,Trial,3yj36p,1,continue,,,3032,3024.399999999994,3032,3032,3024.399999999994,3032,0,0,0,,Click To Continue,Continue Button,3,object-17,true,fíor,fíor,Trial,1,,
94,1788536855744,04/09/2026 15:47:35,1788536855744,1,04/09/2026 16:47:35,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,43,Trial,Trial,3yj36p,1,response,fior,,1149.1999999999825,3024.399999999994,3032,1149.1999999999825,3024.399999999994,3032,0,1882.8000000000175,0,,Text Entry,Response,2,object-16,true,fíor,fíor,Trial,1,,
95,1788536858325,04/09/2026 15:47:38,1788536858325,1,04/09/2026 16:47:38,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,44,Trial,Trial,3yj36p,1,continue,,,2588.8999999910593,2583.5,2588.8999999910593,2588.8999999910593,2583.5,2588.8999999910593,0,0,0,,Click To Continue,Continue Button,3,object-17,hand,lámh,lamh,Trial,1,,
96,1788536858325,04/09/2026 15:47:38,1788536858325,1,04/09/2026 16:47:38,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,44,Trial,Trial,3yj36p,1,response,lamh,,1083.3999999999942,2583.5,2589.5,1083.3999999999942,2583.5,2589.5,1,1506.1000000000058,0,,Text Entry,Response,2,object-16,hand,lámh,lamh,Trial,1,,
97,1788536861309,04/09/2026 15:47:41,1788536861309,1,04/09/2026 16:47:41,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,45,Trial,Trial,3yj36p,1,continue,,,2990,2983.5,2990,2990,2983.5,2990,0,0,0,,Click To Continue,Continue Button,3,object-17,to walk,siúil,siuil,Trial,1,,
98,1788536861310,04/09/2026 15:47:41,1788536861310,1,04/09/2026 16:47:41,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,45,Trial,Trial,3yj36p,1,response,siul,,1308,2983.5,2990.8999999910593,1308,2983.5,2990.8999999910593,0,1682.8999999910593,0,,Text Entry,Response,2,object-16,to walk,siúil,siuil,Trial,1,,
99,1788536863971,04/09/2026 15:47:43,1788536863971,1,04/09/2026 16:47:43,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,46,Trial,Trial,3yj36p,1,continue,,,2668.2000000029802,2666.7000000000116,2668.2000000029802,2668.2000000029802,2666.7000000000116,2668.2000000029802,0,0,0,,Click To Continue,Continue Button,3,object-17,language,teanga,teanga,Trial,1,,
100,1788536863974,04/09/2026 15:47:43,1788536863974,1,04/09/2026 16:47:43,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,46,Trial,Trial,3yj36p,1,response,teanga,,1140.7000000000116,2666.7000000000116,2671.2000000029802,1140.7000000000116,2666.7000000000116,2671.2000000029802,1,1530.5000000029686,0,,Text Entry,Response,2,object-16,language,teanga,teanga,Trial,1,,
101,1788536867107,04/09/2026 15:47:47,1788536867107,1,04/09/2026 16:47:47,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,47,Trial,Trial,3yj36p,1,continue,,,3137.6999999910477,3129.399999999994,3137.6999999910477,3137.6999999910477,3129.399999999994,3137.6999999910477,0,0,0,,Click To Continue,Continue Button,3,object-17,city,cathair,cathair,Trial,1,,
102,1788536867108,04/09/2026 15:47:47,1788536867108,1,04/09/2026 16:47:47,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,47,Trial,Trial,3yj36p,1,response,cathair,,1417,3129.399999999994,3137.7000000000116,1417,3129.399999999994,3137.7000000000116,1,1720.7000000000116,0,,Text Entry,Response,2,object-16,city,cathair,cathair,Trial,1,,
103,1788536867924,04/09/2026 15:47:47,1788536867924,1,04/09/2026 16:47:47,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,48,Trial,Trial,3yj36p,1,continue,,,825.4999999940337,818.5,825.4999999940337,825.4999999940337,818.5,825.4999999940337,0,0,0,,Click To Continue,Continue Button,3,object-17,side (noun),taobh,taobh,Trial,1,,
104,1788536867925,04/09/2026 15:47:47,1788536867925,1,04/09/2026 16:47:47,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,48,Trial,Trial,3yj36p,1,response,,,826.1000000029744,818.5,826.1000000029744,826.1000000029744,818.5,826.1000000029744,0,0,0,,Text Entry,Response,2,object-16,side (noun),taobh,taobh,Trial,1,,
105,1788536871104,04/09/2026 15:47:51,1788536871104,1,04/09/2026 16:47:51,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,49,Trial,Trial,3yj36p,1,continue,,,3186.2999999910535,3181,3186.2999999910535,3186.2999999910535,3181,3186.2999999910535,0,0,0,,Click To Continue,Continue Button,3,object-17,great,iontach,iontach,Trial,1,,
106,1788536871104,04/09/2026 15:47:51,1788536871104,1,04/09/2026 16:47:51,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,49,Trial,Trial,3yj36p,1,response,iontach,,1432.7999999999884,3181,3186.899999999994,1432.7999999999884,3181,3186.899999999994,1,1754.1000000000058,0,,Text Entry,Response,2,object-16,great,iontach,iontach,Trial,1,,
107,1788536872738,04/09/2026 15:47:52,1788536872738,1,04/09/2026 16:47:52,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,50,Trial,Trial,3yj36p,1,continue,,,1639.9999999940337,1634.1000000000058,1639.9999999940337,1639.9999999940337,1634.1000000000058,1639.9999999940337,0,0,0,,Click To Continue,Continue Button,3,object-17,long,fada,fada,Trial,1,,
108,1788536872739,04/09/2026 15:47:52,1788536872739,1,04/09/2026 16:47:52,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,50,Trial,Trial,3yj36p,1,response,ard,,976.3999999999942,1634.1000000000058,1640.8999999999942,976.3999999999942,1634.1000000000058,1640.8999999999942,0,664.5,0,,Text Entry,Response,2,object-16,long,fada,fada,Trial,1,,
109,1788536874996,04/09/2026 15:47:54,1788536874996,1,04/09/2026 16:47:54,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,51,Trial,Trial,3yj36p,1,continue,,,2263.6999999910477,2258.5999999999767,2263.6999999910477,2263.6999999910477,2258.5999999999767,2263.6999999910477,0,0,0,,Click To Continue,Continue Button,3,object-17,young,óg,og,Trial,1,,
110,1788536875000,04/09/2026 15:47:55,1788536875000,1,04/09/2026 16:47:55,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,51,Trial,Trial,3yj36p,1,response,og,,1278.5,2258.5999999999767,2266.899999999965,1278.5,2258.5999999999767,2266.899999999965,1,988.3999999999651,0,,Text Entry,Response,2,object-16,young,óg,og,Trial,1,,
111,1788536876572,04/09/2026 15:47:56,1788536876572,1,04/09/2026 16:47:56,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,52,Trial,Trial,3yj36p,1,continue,,,1580.7000000000116,1574.5,1580.7000000000116,1580.7000000000116,1574.5,1580.7000000000116,0,0,0,,Click To Continue,Continue Button,3,object-17,to start,tosaigh,tosaigh,Trial,1,,
112,1788536876572,04/09/2026 15:47:56,1788536876572,1,04/09/2026 16:47:56,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,52,Trial,Trial,3yj36p,1,response,,,1581.4000000029919,1574.5,1581.4000000029919,1581.4000000029919,1574.5,1581.4000000029919,0,0,0,,Text Entry,Response,2,object-16,to start,tosaigh,tosaigh,Trial,1,,
113,1788536878964,04/09/2026 15:47:58,1788536878964,1,04/09/2026 16:47:58,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,53,Trial,Trial,3yj36p,1,continue,,,2398.2000000000116,2392.8000000000175,2398.2000000000116,2398.2000000000116,2392.8000000000175,2398.2000000000116,0,0,0,,Click To Continue,Continue Button,3,object-17,school,scoil,scoil,Trial,1,,
114,1788536878964,04/09/2026 15:47:58,1788536878964,1,04/09/2026 16:47:58,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,53,Trial,Trial,3yj36p,1,response,scoil,,897.1000000000058,2392.8000000000175,2398.799999994051,897.1000000000058,2392.8000000000175,2398.799999994051,1,1501.6999999940454,0,,Text Entry,Response,2,object-16,school,scoil,scoil,Trial,1,,
115,1788536881627,04/09/2026 15:48:01,1788536881627,1,04/09/2026 16:48:01,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,54,Trial,Trial,3yj36p,1,continue,,,2668.399999999994,2665.899999999994,2668.399999999994,2668.399999999994,2665.899999999994,2668.399999999994,0,0,0,,Click To Continue,Continue Button,3,object-17,story,scéal,sceal,Trial,1,,
116,1788536881627,04/09/2026 15:48:01,1788536881627,1,04/09/2026 16:48:01,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,54,Trial,Trial,3yj36p,1,response,sceal,,1057.6999999999825,2665.899999999994,2669.199999997014,1057.6999999999825,2665.899999999994,2669.199999997014,1,1611.4999999970314,0,,Text Entry,Response,2,object-16,story,scéal,sceal,Trial,1,,
117,1788536884274,04/09/2026 15:48:04,1788536884274,1,04/09/2026 16:48:04,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,55,Trial,Trial,3yj36p,1,continue,,,2650.0999999940395,2645.100000000006,2650.0999999940395,2650.0999999940395,2645.100000000006,2650.0999999940395,0,0,0,,Click To Continue,Continue Button,3,object-17,clean,glan,glan,Trial,1,,
118,1788536884274,04/09/2026 15:48:04,1788536884274,1,04/09/2026 16:48:04,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,55,Trial,Trial,3yj36p,1,response,glan,,1150.2000000000116,2645.100000000006,2650.7000000029802,1150.2000000000116,2645.100000000006,2650.7000000029802,1,1500.5000000029686,0,,Text Entry,Response,2,object-16,clean,glan,glan,Trial,1,,
119,1788536886718,04/09/2026 15:48:06,1788536886718,1,04/09/2026 16:48:06,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,56,Trial,Trial,3yj36p,1,continue,,,2448.6000000029744,2441.399999999994,2448.6000000029744,2448.6000000029744,2441.399999999994,2448.6000000029744,0,0,0,,Click To Continue,Continue Button,3,object-17,door,doras,doras,Trial,1,,
120,1788536886721,04/09/2026 15:48:06,1788536886721,1,04/09/2026 16:48:06,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,56,Trial,Trial,3yj36p,1,response,doras,,912.3999999999942,2441.399999999994,2450.100000000006,912.3999999999942,2441.399999999994,2450.100000000006,1,1537.7000000000116,0,,Text Entry,Response,2,object-16,door,doras,doras,Trial,1,,
121,1788536889284,04/09/2026 15:48:09,1788536889284,1,04/09/2026 16:48:09,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,57,Trial,Trial,3yj36p,1,continue,,,2573.2000000029802,2568.5,2573.2000000029802,2573.2000000029802,2568.5,2573.2000000029802,0,0,0,,Click To Continue,Continue Button,3,object-17,full,iomlán,iomlan,Trial,1,,
122,1788536889284,04/09/2026 15:48:09,1788536889284,1,04/09/2026 16:48:09,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,57,Trial,Trial,3yj36p,1,response,lean,,1445.7999999999884,2568.5,2573.8999999910593,1445.7999999999884,2568.5,2573.8999999910593,0,1128.099999991071,0,,Text Entry,Response,2,object-16,full,iomlán,iomlan,Trial,1,,
123,1788536890050,04/09/2026 15:48:10,1788536890050,1,04/09/2026 16:48:10,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,58,Trial,Trial,3yj36p,1,continue,,,770.8999999910593,768.2999999999884,770.8999999910593,770.8999999910593,768.2999999999884,770.8999999910593,0,0,0,,Click To Continue,Continue Button,3,object-17,knowledge,eolas,eolas,Trial,1,,
124,1788536890050,04/09/2026 15:48:10,1788536890050,1,04/09/2026 16:48:10,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,58,Trial,Trial,3yj36p,1,response,,,771.5999999940395,768.2999999999884,771.5999999940395,771.5999999940395,768.2999999999884,771.5999999940395,0,0,0,,Text Entry,Response,2,object-16,knowledge,eolas,eolas,Trial,1,,
125,1788536892816,04/09/2026 15:48:12,1788536892816,1,04/09/2026 16:48:12,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,59,Trial,Trial,3yj36p,1,continue,,,2768.799999994051,2765,2768.799999994051,2768.799999994051,2765,2768.799999994051,0,0,0,,Click To Continue,Continue Button,3,object-17,woman,bean,bean,Trial,1,,
126,1788536892817,04/09/2026 15:48:12,1788536892817,1,04/09/2026 16:48:12,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,59,Trial,Trial,3yj36p,1,response,bean,,1052.6000000000058,2765,2769.599999991071,1052.6000000000058,2765,2769.599999991071,1,1716.9999999910651,0,,Text Entry,Response,2,object-16,woman,bean,bean,Trial,1,,
127,1788536895247,04/09/2026 15:48:15,1788536895247,1,04/09/2026 16:48:15,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,60,Trial,Trial,3yj36p,1,continue,,,2434.4999999970314,2429.4000000000233,2434.4999999970314,2434.4999999970314,2429.4000000000233,2434.4999999970314,0,0,0,,Click To Continue,Continue Button,3,object-17,question (noun),ceist,ceist,Trial,1,,
128,1788536895247,04/09/2026 15:48:15,1788536895247,1,04/09/2026 16:48:15,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,60,Trial,Trial,3yj36p,1,response,ceist,,1101.5,2429.4000000000233,2434.9999999970314,1101.5,2429.4000000000233,2434.9999999970314,1,1333.4999999970314,0,,Text Entry,Response,2,object-16,question (noun),ceist,ceist,Trial,1,,
129,1788536895248,04/09/2026 15:48:15,1788536895248,1,04/09/2026 16:48:15,279099,18,task-3js1,,58068477,,16572762,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1271x873,,,0,Recall Trial Round 1,10,recall_round_1,recall_round_1,,,,,,info,END,,,,199915,,,,0,,,,,,,,,,,,,,
END OF FILE
