Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: English,Spreadsheet: Irish,Spreadsheet: display,Store: spreadsheet
102,1788880731092,08/09/2026 15:18:51,1788880731092,1,08/09/2026 16:18:51,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,55,Trial,Trial,3izpks,2,continue,,,1788.3999999940424,1783.300000000003,1788.3999999940424,1788.3999999940424,1783.300000000003,1788.3999999940424,0,0,0,,Click To Continue,Continue Button,3,object-8,alive,beo,Trial,
103,1788880731097,08/09/2026 15:18:51,1788880731097,1,08/09/2026 16:18:51,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,55,Trial,Trial,3izpks,2,response,alive,,1050.1000000000058,1783.300000000003,1791.7000000000044,1050.1000000000058,1783.300000000003,1791.7000000000044,1,741.5999999999985,0,,Text Entry,Text Entry,2,object-4,alive,beo,Trial,
104,1788880731188,08/09/2026 15:18:51,1788880731188,1,08/09/2026 16:18:51,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,56,Trial,Check,hy52gd,1,response,checked,,99.59999999999854,99.59999999999854,99.59999999999854,99.59999999999854,99.59999999999854,99.59999999999854,1,0,0,,Time Limit,screen,0,screen,poor,bocht,Trial,
105,1788880731287,08/09/2026 15:18:51,1788880731287,1,08/09/2026 16:18:51,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,57,Trial,Check,hy52gd,1,response,checked,,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,100.59999999999854,1,0,0,,Time Limit,screen,0,screen,great,iontach,Trial,
106,1788880731387,08/09/2026 15:18:51,1788880731387,1,08/09/2026 16:18:51,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,58,Trial,Check,hy52gd,1,response,checked,,99.90000000000146,99.90000000000146,99.90000000000146,99.90000000000146,99.90000000000146,99.90000000000146,1,0,0,,Time Limit,screen,0,screen,clean,glan,Trial,
107,1788880731487,08/09/2026 15:18:51,1788880731487,1,08/09/2026 16:18:51,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,59,Trial,Check,hy52gd,1,response,checked,,100,100,100,100,100,100,1,0,0,,Time Limit,screen,0,screen,soft,bog,Trial,
108,1788880733442,08/09/2026 15:18:53,1788880733442,1,08/09/2026 16:18:53,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,59,Trial,Trial,3izpks,2,continue,,,1954.69999998212,1949.9000000000015,1954.69999998212,1954.69999998212,1949.9000000000015,1954.69999998212,0,0,0,,Click To Continue,Continue Button,3,object-8,soft,bog,Trial,
109,1788880733442,08/09/2026 15:18:53,1788880733442,1,08/09/2026 16:18:53,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,59,Trial,Trial,3izpks,2,response,slow,,1383,1949.9000000000015,1955.0999999880805,1383,1949.9000000000015,1955.0999999880805,0,572.0999999880805,0,,Text Entry,Text Entry,2,object-4,soft,bog,Trial,
110,1788880733537,08/09/2026 15:18:53,1788880733537,1,08/09/2026 16:18:53,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,60,Trial,Check,hy52gd,1,response,checked,,100.09999999999854,100.09999999999854,100.09999999999854,100.09999999999854,100.09999999999854,100.09999999999854,1,0,0,,Time Limit,screen,0,screen,old,sean,Trial,
111,1788880733538,08/09/2026 15:18:53,1788880733538,1,08/09/2026 16:18:53,279099,23,task-vl4k,,58116499,,16586393,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 152.0.0.0,1728x1117,1245x873,,,0,Recall Trial Round 2,14,recall_trial_round_2,recall_trial_round_2,,,,,,info,END,,,,63268,,,,0,,,,,,,,,,,
END OF FILE
